"UID";"address";"agent_name";"home_div_type";"bed";"bath";"play ground";"swimming";"acre_lot";"City";"State";"Zip";"house_size";"listing _date";"listing price";"sold _date";"sold_price";"status";"population";"Brokerage Firm";"commission_in_percentage";"days_required_to_sell";"commission_in_amount"
"Ejrq5bM5iE";"6466 Main St";"James Thomas";"Commercial";2;3;"Y";"Y";0.46;"Cincinnati";"Ohio";45208;122;"2020-09-24";403265;"2020-09-02";96288;"Cancel";18837;"M&M Brokerage";5.0;22;0
"EjTjKqNtCx";"3983 Elm St";"Robert Johnson";"Residential";1;2;"N";"N";1.469;"Columbus";"Ohio";45208;2578;"2020-05-03";113896;"2020-03-13";371816;"Cancel";18837;"Right Value LLC";3.2;51;0
"eK3NEofCwD";"902 Pine Ln";"Elizabeth Miller";"Land";0;0;"N";"N";7.26;"Dayton";"Ohio";45216;575;"2021-01-02";117263;"2020-12-22";482791;"Pending";18840;"True Value LLC";4.0;11;0
"ek3nJZryEv";"3971 Maple Ave";"William Smith";"Commercial";2;2;"Y";"N";6.277;"Toledo";"Ohio";45203;816;"2020-05-26";375091;"2021-01-21";200784;"Cancel";18835;"M&M Brokerage";5.0;240;0
"EKLlFCYpez";"9493 Elm St";"Elizabeth Brown";"Land";4;4;"N";"N";6.333;"Akron";"Ohio";45207;2313;"2020-08-24";316136;"2020-03-03";18666;"Pending";16145;"Willam Reality";4.0;174;0
"EKmsiR5sEQ";"5011 Sunset Blvd";"William Thomas";"Rental";0;2;"N";"N";5.926;"Columbus";"Ohio";45214;1588;"2020-11-01";125108;"2020-05-06";153538;"Pending";18839;"Right Value LLC";8.0;179;0
"EKpEqMFYHZ";"4330 Sunset Blvd";"Mary Brown";"Rental";5;4;"Y";"Y";6.005;"Akron";"Ohio";45210;2603;"2020-09-25";310000;"2020-02-17";307211;"Expire";18838;"Right Value LLC";8.0;221;0
"eKQbOigUKc";"1425 Maple Ave";"James Taylor";"Residential";4;0;"Y";"N";8.129;"Toledo";"Ohio";45205;161;"2020-09-21";350176;"2020-09-01";316917;"Sold";15068;"Right Value LLC";3.2;20;10141
"eKs5FfZ1sm";"4590 Elm St";"Michael Thomas";"";0;2;"N";"N";4.691;"Akron";"Ohio";45211;1014;"2020-11-24";218474;"2020-03-09";373958;"Pending";21234;"Right Value LLC";5.0;260;0
"eKYX7E89AT";"729 Elm St";"Michael Lee";"Residential";0;2;"N";"Y";9.574;"Toledo";"Ohio";45210;1153;"2020-08-07";218975;"2020-12-27";337956;"Pending";18838;"High Value LLC";3.2;142;0
"El1Swxitjv";"3795 Maple Ave";"Linda Taylor";"Residential";2;4;"N";"Y";4.311;"Akron";"Ohio";45207;811;"2020-07-06";164631;"2020-08-12";10238;"Expire";16145;"Right Value LLC";3.2;37;0
"EL4DxOtVrj";"1356 Cedar Rd";"Jennifer Anderson";"Land";5;3;"Y";"N";7.934;"Cincinnati";"Ohio";45232;386;"2020-05-30";244396;"2020-10-25";356157;"Cancel";18847;"M&M Brokerage";4.0;148;0
"Eligvji4vV";"7318 Cedar Rd";"Elizabeth Anderson";"Residential";4;4;"Y";"N";9.288;"Dayton";"Ohio";45226;1041;"2020-11-20";376070;"2020-12-10";378096;"Pending";18844;"High Value LLC";3.2;20;0
"ELpcssCHoo";"3459 Main St";"William Johnson";"Commercial";0;1;"N";"Y";8.127;"Toledo";"Ohio";45201;1465;"2020-06-17";374867;"2021-01-26";331951;"Pending";23092;"True Value LLC";5.0;223;0
"EM5QsG1WqZ";"8776 Main St";"Mary Johnson";"Land";3;1;"Y";"Y";5.634;"Columbus";"Ohio";45222;405;"2020-08-26";470746;"2020-03-15";380812;"Sold";17393;"Richa & Sons";4.0;164;15232
"emDrowJaw2";"4244 Cedar Rd";"Linda Thomas";"Rental";3;2;"N";"N";1.381;"Dayton";"Ohio";45215;1715;"2020-06-10";144660;"2020-05-19";431765;"Cancel";16148;"High Value LLC";8.0;22;0
"emk5qs3Y3x";"6032 Sunset Blvd";"William Wilson";"Rental";1;3;"N";"Y";0.462;"Toledo";"Ohio";45230;461;"2020-12-04";498639;"2020-12-20";475255;"Cancel";16154;"Willy Nilly Brokerage";8.0;16;0
"EmL9CE5cao";"8248 Elm St";"Linda Taylor";"Land";3;3;"Y";"Y";3.711;"Cincinnati";"Ohio";45212;661;"2020-09-16";191902;"2020-02-22";69797;"Expire";18838;"Right Value LLC";4.0;207;0
"eMLpyBgReY";"5633 Pine Ln";"Patricia Anderson";"Rental";3;4;"Y";"N";8.745;"Cincinnati";"Ohio";45212;2191;"2020-10-25";340782;"2020-05-05";253008;"Cancel";18838;"True Value LLC";8.0;173;0
"eMMcIkT6l3";"8322 Sunset Blvd";"James Smith";"Rental";1;1;"N";"Y";5.073;"Toledo";"Ohio";45229;2786;"2020-08-28";112782;"2020-08-17";453799;"Pending";18845;"High Value LLC";8.0;11;0
"EmsTQ29yKb";"4801 Cedar Rd";"John Wilson";"Land";3;3;"N";"N";6.434;"Akron";"Ohio";45224;2210;"2020-07-01";153429;"2020-10-17";409194;"Expire";20556;"High Value LLC";4.0;108;0
"EMwUCVERkb";"8487 Oak St";"Jennifer Miller";"";4;1;"N";"N";8.899;"Cincinnati";"Ohio";45208;2752;"2020-11-07";104948;"2020-04-25";476340;"Pending";18837;"M&M Brokerage";5.0;196;0
"eNECC9gyyv";"7011 Elm St";"Michael Brown";"Land";1;0;"Y";"N";2.362;"Toledo";"Ohio";45210;655;"2020-12-02";438082;"2020-03-26";334837;"Cancel";18838;"High Value LLC";4.0;251;0
"EnJyjhGm5j";"9869 Elm St";"James Thomas";"Commercial";5;0;"Y";"N";8.283;"Dayton";"Ohio";45209;2030;"2020-05-31";405154;"2020-04-03";124467;"Cancel";16146;"M&M Brokerage";5.0;58;0
"Enr0j94yrt";"2849 Pine Ln";"Robert Anderson";"Residential";3;3;"Y";"N";6.656;"Columbus";"Ohio";45219;1036;"2021-01-04";291437;"2020-08-23";110610;"Sold";18841;"Real Point LLC";3.2;134;3540
"EnsqN6OP4W";"9954 Lakeview Dr";"James Johnson";"Land";5;1;"N";"N";4.196;"Cincinnati";"Ohio";45219;2654;"2020-06-15";283773;"2020-01-23";55860;"Pending";18841;"Right Value LLC";4.0;144;0
"eNTPI6ccE2";"4434 Pine Ln";"Robert Brown";"Commercial";5;3;"Y";"Y";7.306;"Toledo";"Ohio";45223;909;"2020-10-26";493436;"2020-08-04";372187;"Cancel";14132;"High Value LLC";5.0;83;0
"eo6oLyOLkv";"5303 Pine Ln";"Robert Brown";"";1;0;"N";"Y";8.277;"Akron";"Ohio";45226;880;"2020-06-07";122759;"2020-06-05";65328;"Cancel";18844;"High Value LLC";5.0;2;0
"EO7Xtd8EBU";"3656 Main St";"Patricia Wilson";"Commercial";1;0;"N";"N";4.987;"Columbus";"Ohio";45208;506;"2020-07-03";382976;"2021-01-07";178534;"Cancel";18837;"Right Value LLC";5.0;188;0
"eog7PGTZci";"9193 Cedar Rd";"William Davis";"Land";1;4;"Y";"N";9.425;"Columbus";"Ohio";45227;1765;"2020-11-06";401133;"2020-11-11";484956;"Pending";26382;"Willam Reality";4.0;5;0
"eohLUQbb5r";"2672 Lakeview Dr";"Elizabeth Anderson";"Land";4;2;"Y";"Y";1.473;"Akron";"Ohio";45214;246;"2020-08-19";495140;"2020-05-29";368932;"Cancel";18839;"High Value LLC";4.0;82;0
"eOtyxjoq1y";"5604 Cedar Rd";"Patricia Thomas";"Land";2;4;"N";"N";5.067;"Toledo";"Ohio";45226;1652;"2020-03-24";246002;"2020-03-16";238355;"Cancel";18844;"Right Value LLC";4.0;8;0
"Ep4lNEmpT0";"4395 Main St";"Robert Anderson";"Commercial";2;2;"N";"Y";5.594;"Columbus";"Ohio";45211;1105;"2020-09-15";240239;"2020-09-08";445981;"Pending";21234;"Real Point LLC";5.0;7;0
"ePC1Cs0rh3";"915 Cedar Rd";"Jennifer Davis";"Commercial";5;0;"Y";"Y";5.638;"Toledo";"Ohio";45223;705;"2020-11-08";358912;"2020-02-25";257203;"Pending";14132;"Right Value LLC";5.0;257;0
"EPqUkOrGUJ";"3731 Pine Ln";"Robert Wilson";"Land";1;0;"N";"Y";5.582;"Dayton";"Ohio";45219;2651;"2020-11-15";485392;"2020-02-13";261737;"Cancel";18841;"Right Value LLC";4.0;276;0
"EpqvCfPQfy";"5436 Cedar Rd";"Patricia Davis";"Commercial";1;0;"Y";"Y";0.059;"Cincinnati";"Ohio";45219;234;"2020-07-19";112766;"2021-01-15";205522;"Pending";18841;"High Value LLC";5.0;180;0
"epZggiSvD2";"3565 Elm St";"Jennifer Smith";"Commercial";2;2;"N";"N";7.51;"Akron";"Ohio";45233;2209;"2020-03-02";19795;"2020-05-27";226796;"Expire";18847;"M&M Brokerage";5.0;86;0
"eq4jDZiWu4";"1244 Elm St";"William Taylor";"Residential";4;4;"Y";"N";2.907;"Dayton";"Ohio";45212;1201;"2020-05-28";320243;"2020-01-27";431488;"Pending";18838;"Richa & Sons";3.2;122;0
"eQ4kIwPcuy";"7525 Pine Ln";"Elizabeth Miller";"Rental";2;1;"N";"N";1.135;"Toledo";"Ohio";45204;2032;"2020-07-16";197083;"2020-09-23";481956;"Cancel";18835;"True Value LLC";8.0;69;0
"eQfHdgE0gG";"9907 Pine Ln";"Elizabeth Taylor";"Rental";5;3;"Y";"N";0.855;"Columbus";"Ohio";45229;2436;"2020-10-07";53579;"2020-05-08";17123;"Sold";18845;"Right Value LLC";8.0;152;1370
"eqg9BxuI10";"7394 Lakeview Dr";"Jennifer Wilson";"Residential";1;4;"N";"N";0.831;"Dayton";"Ohio";45226;337;"2021-01-01";113226;"2020-12-07";116815;"Cancel";18844;"Real Point LLC";3.2;25;0
"EQhd1mVQNi";"7626 Oak St";"William Davis";"Rental";4;4;"N";"N";6.133;"Akron";"Ohio";45225;2822;"2020-08-27";177189;"2021-01-01";216980;"Sold";18844;"Willam Reality";8.0;127;17358
"ERjYzG1SGS";"5220 Elm St";"Patricia Brown";"Commercial";0;3;"Y";"Y";4.583;"Akron";"Ohio";45208;1658;"2020-09-16";29052;"2020-02-18";290959;"Sold";18837;"Right Value LLC";5.0;211;14548
"eRKJaMT7uP";"2476 Elm St";"Robert Lee";"";1;2;"Y";"Y";7.757;"Dayton";"Ohio";45205;375;"2020-11-04";177500;"2020-09-22";128069;"Pending";15068;"M&M Brokerage";5.0;43;0
"erLyovrYEk";"9941 Elm St";"Robert Johnson";"";2;3;"N";"Y";2.63;"Toledo";"Ohio";45202;1805;"2020-10-18";275304;"2020-03-08";450769;"Pending";18834;"Right Value LLC";5.0;224;0
"ERma8pr56S";"1901 Maple Ave";"Robert Smith";"Commercial";1;1;"N";"Y";4.62;"Columbus";"Ohio";45222;450;"2020-05-22";122133;"2020-03-07";43828;"Pending";17393;"High Value LLC";5.0;76;0
"erxzFlnfOD";"6531 Cedar Rd";"Elizabeth Davis";"Land";4;3;"Y";"N";3.706;"Akron";"Ohio";45228;1219;"2020-10-13";52816;"2020-10-18";436143;"Sold";23091;"High Value LLC";4.0;5;17446
"eSFxrUAyjj";"2990 Lakeview Dr";"Mary Brown";"Residential";1;1;"N";"Y";9.016;"Columbus";"Ohio";45225;2318;"2020-08-22";309424;"2020-08-28";26081;"Expire";18844;"Right Value LLC";3.2;6;0
"eSL1MvtYaT";"2410 Main St";"William Thomas";"Residential";0;3;"Y";"Y";5.651;"Akron";"Ohio";45226;354;"2020-09-22";478848;"2020-01-19";365904;"Expire";18844;"Right Value LLC";3.2;247;0
"eSpZPoE1Ti";"1169 Main St";"Mary Smith";"Land";1;1;"Y";"Y";5.128;"Cincinnati";"Ohio";45234;734;"2020-09-06";234225;"2020-04-26";135577;"Sold";18848;"M&M Brokerage";4.0;133;5423
"esucpHrtky";"7085 Main St";"Mary Brown";"";4;3;"Y";"N";8.306;"Columbus";"Ohio";45206;2755;"2020-01-29";302781;"2020-11-18";325555;"Sold";20548;"Right Value LLC";5.0;294;16278
"ESWst4FRQi";"6794 Elm St";"Jennifer Thomas";"Residential";0;2;"Y";"Y";9.097;"Dayton";"Ohio";45212;472;"2020-02-15";43635;"2020-03-07";148283;"Pending";18838;"High Value LLC";3.2;21;0
"EtqX0yobse";"3681 Main St";"James Wilson";"Land";4;4;"N";"Y";2.856;"Cincinnati";"Ohio";45230;271;"2020-06-09";469022;"2020-06-24";94306;"Expire";16154;"M&M Brokerage";4.0;15;0
"Ett5CiwmmC";"8441 Elm St";"Mary Wilson";"Residential";1;3;"N";"Y";8.967;"Dayton";"Ohio";45225;1166;"2020-01-28";208578;"2020-04-02";489611;"Sold";18844;"M&M Brokerage";3.2;65;15668
"eudEwfFSno";"8023 Cedar Rd";"James Wilson";"Rental";1;0;"N";"Y";3.034;"Dayton";"Ohio";45234;1244;"2020-04-21";381022;"2020-08-01";118233;"Pending";18848;"M&M Brokerage";8.0;102;0
"euF1d3GM1S";"6562 Pine Ln";"Elizabeth Taylor";"Land";3;0;"N";"N";1.424;"Dayton";"Ohio";45225;632;"2020-10-13";358124;"2020-04-20";48124;"Cancel";18844;"Right Value LLC";4.0;176;0
"EUGHiSbxFp";"7695 Lakeview Dr";"James Lee";"Commercial";3;1;"N";"Y";8.597;"Columbus";"Ohio";45229;384;"2020-02-26";294128;"2020-06-13";117448;"Pending";18845;"High Value LLC";5.0;108;0
"EUhzs8hGXQ";"4544 Oak St";"William Miller";"Land";4;3;"Y";"Y";7.338;"Toledo";"Ohio";45229;1083;"2020-04-27";28152;"2020-02-06";294829;"Expire";18845;"Right Value LLC";4.0;81;0
"eUjh5atU36";"4190 Sunset Blvd";"Mary Brown";"Commercial";2;1;"N";"Y";9.47;"Akron";"Ohio";45210;1182;"2020-08-28";182326;"2020-05-08";342189;"Expire";18838;"Right Value LLC";5.0;112;0
"eUKKCHgsV5";"5969 Main St";"Mary Taylor";"Residential";3;1;"N";"Y";9.765;"Toledo";"Ohio";45224;376;"2021-01-08";319383;"2020-02-21";467154;"Expire";20556;"Richa & Sons";3.2;322;0
"EuLcLJzyHw";"690 Pine Ln";"Patricia Johnson";"Residential";5;4;"N";"Y";2.191;"Toledo";"Ohio";45232;1515;"2020-07-02";127836;"2020-05-19";251344;"Expire";18847;"High Value LLC";3.2;44;0
"eUNFcBvUo0";"1253 Lakeview Dr";"Elizabeth Anderson";"Residential";2;1;"Y";"N";7.011;"Cincinnati";"Ohio";45231;2752;"2020-10-04";412324;"2020-12-07";484378;"Sold";18846;"High Value LLC";3.2;64;15500
"EUOGMSwjLX";"7116 Elm St";"Michael Miller";"Residential";1;2;"N";"Y";6.908;"Toledo";"Ohio";45202;376;"2020-12-15";187214;"2020-03-06";85190;"Expire";18834;"Right Value LLC";3.2;284;0
"EUpWhHJMKi";"6426 Pine Ln";"Patricia Johnson";"";0;0;"Y";"N";2.3;"Dayton";"Ohio";45233;2250;"2021-01-04";83477;"2020-11-16";444082;"Cancel";18847;"High Value LLC";5.0;49;0
"eURgojcdbp";"1489 Elm St";"Robert Davis";"Commercial";0;0;"N";"Y";9.91;"Cincinnati";"Ohio";45223;1576;"2020-09-16";335149;"2021-01-26";173652;"Expire";14132;"High Value LLC";5.0;132;0
"EUYqFSDahT";"9233 Cedar Rd";"James Thomas";"";3;1;"Y";"Y";3.318;"Cincinnati";"Ohio";45219;923;"2020-01-09";65597;"2021-01-18";474254;"Expire";18841;"M&M Brokerage";5.0;375;0
"eV89KBmKKi";"2929 Cedar Rd";"Michael Brown";"";5;1;"N";"Y";7.716;"Toledo";"Ohio";45218;2892;"2020-02-05";350355;"2021-01-05";107951;"Pending";12561;"High Value LLC";5.0;335;0
"evAg2nkoiL";"357 Oak St";"Patricia Johnson";"Rental";2;1;"N";"Y";2.383;"Akron";"Ohio";45211;819;"2020-01-20";363441;"2020-11-02";485986;"Pending";21234;"High Value LLC";8.0;287;0
"EVJOOg93KP";"6940 Pine Ln";"Linda Lee";"Commercial";3;1;"N";"N";9.619;"Toledo";"Ohio";45219;473;"2020-12-12";399481;"2021-01-22";326873;"Pending";18841;"Real Point LLC";5.0;41;0
"EVVBYoWSOB";"6327 Cedar Rd";"Mary Smith";"";0;3;"N";"Y";7.948;"Columbus";"Ohio";45221;458;"2020-02-16";419601;"2020-09-22";110491;"Expire";14132;"M&M Brokerage";5.0;219;0
"EvVcJEGrbc";"9525 Sunset Blvd";"Patricia Davis";"";0;3;"N";"N";6.989;"Cincinnati";"Ohio";45202;2004;"2020-10-05";286072;"2020-11-09";185614;"Pending";18834;"High Value LLC";5.0;35;0
"EvVlI6R4Uq";"2750 Pine Ln";"Patricia Lee";"Residential";3;1;"N";"N";7.791;"Cincinnati";"Ohio";45203;1381;"2020-07-11";234357;"2020-12-12";23267;"Sold";18835;"True Value LLC";3.2;154;745
"Ew4svZU6t6";"1798 Elm St";"Jennifer Taylor";"Rental";2;1;"Y";"Y";9.13;"Akron";"Ohio";45214;343;"2020-11-29";107029;"2020-01-30";354212;"Sold";18839;"Right Value LLC";8.0;304;28337
"ewAtSdOi2r";"2796 Pine Ln";"Elizabeth Smith";"Rental";2;0;"Y";"Y";7.973;"Akron";"Ohio";45230;2863;"2020-10-03";59176;"2020-05-02";381341;"Expire";16154;"True Value LLC";8.0;154;0
"EwCd4PxFOJ";"192 Pine Ln";"Elizabeth Brown";"";2;2;"Y";"N";6.748;"Toledo";"Ohio";45225;1473;"2020-10-10";20594;"2020-07-29";197933;"Sold";18844;"Willam Reality";5.0;73;9897
"eWeOJdgPnN";"2378 Pine Ln";"Mary Lee";"Commercial";3;2;"Y";"N";6.132;"Columbus";"Ohio";45212;1585;"2020-01-22";114324;"2020-04-18";184453;"Pending";18838;"Right Value LLC";5.0;87;0
"eWKYVhE7lb";"4090 Maple Ave";"Elizabeth Brown";"Residential";3;1;"N";"Y";7.049;"Cincinnati";"Ohio";45215;470;"2020-02-04";392464;"2020-05-22";240427;"Expire";16148;"Willam Reality";3.2;108;0
"EXGZ9cFS9y";"8571 Sunset Blvd";"James Wilson";"Residential";5;1;"Y";"Y";1.872;"Columbus";"Ohio";45220;1882;"2020-05-27";247746;"2020-03-25";47553;"Sold";23090;"M&M Brokerage";3.2;63;1522
"exhPZx3y0b";"5664 Elm St";"William Davis";"Commercial";5;3;"N";"Y";5.441;"Cincinnati";"Ohio";45214;2121;"2020-09-16";356470;"2020-04-10";323520;"Cancel";18839;"Willam Reality";5.0;159;0
"ExuRaelOug";"4300 Cedar Rd";"William Taylor";"Rental";0;3;"Y";"N";7.377;"Dayton";"Ohio";45219;179;"2020-12-11";134557;"2020-02-06";488583;"Pending";18841;"Richa & Sons";8.0;309;0
"Eyg0xTFZ0t";"3163 Pine Ln";"John Miller";"Residential";2;2;"Y";"N";4.907;"Akron";"Ohio";45224;2915;"2020-06-08";371501;"2020-03-21";435517;"Expire";20556;"Real Point LLC";3.2;79;0
"eYjWKknhWC";"1238 Lakeview Dr";"Elizabeth Wilson";"Residential";5;1;"Y";"Y";3.34;"Cincinnati";"Ohio";45209;665;"2020-12-15";259263;"2020-07-09";274078;"Expire";16146;"Right Value LLC";3.2;159;0
"eyLNw9Ytq4";"4483 Main St";"John Miller";"Rental";4;1;"Y";"N";9.558;"Columbus";"Ohio";45214;1557;"2020-02-06";360534;"2020-10-31";109122;"Expire";18839;"Real Point LLC";8.0;268;0
"eyV54HLIFr";"1054 Main St";"Elizabeth Davis";"Residential";4;3;"Y";"Y";3.035;"Akron";"Ohio";45218;2836;"2020-02-29";24918;"2020-07-04";232093;"Expire";12561;"High Value LLC";3.2;126;0
"EZ38bZXmp7";"2472 Sunset Blvd";"Patricia Smith";"Land";3;0;"N";"Y";6.435;"Toledo";"Ohio";45218;1555;"2020-03-14";326571;"2020-07-26";293613;"Pending";12561;"M&M Brokerage";4.0;134;0
"EzElmFXkNH";"660 Sunset Blvd";"Patricia Davis";"Rental";5;1;"Y";"Y";7.595;"Cincinnati";"Ohio";45223;722;"2020-10-18";458934;"2020-11-24";467290;"Pending";14132;"High Value LLC";8.0;37;0
"eZf8nTVMZT";"8830 Cedar Rd";"Mary Taylor";"Land";1;4;"Y";"N";8.347;"Cincinnati";"Ohio";45219;105;"2021-01-22";257287;"2020-05-04";471886;"Expire";18841;"Richa & Sons";4.0;263;0
"EZiGQVS6EZ";"1684 Pine Ln";"James Thomas";"Land";4;4;"N";"N";3.188;"Akron";"Ohio";45225;285;"2020-07-19";174795;"2020-07-31";194092;"Pending";18844;"M&M Brokerage";4.0;12;0
"ezjZYF055R";"7437 Maple Ave";"Michael Taylor";"Land";0;2;"Y";"N";1.31;"Akron";"Ohio";45221;922;"2020-01-06";311677;"2020-05-01";497737;"Expire";14132;"Willy Nilly Brokerage";4.0;116;0
"ezjZYF055R";"7437 Maple Ave";"Michael Taylor";"Land";0;2;"Y";"N";1.31;"Akron";"Ohio";45221;922;"2020-01-06";311677;"2020-05-01";497737;"Expire";14132;"Real Point LLC";4.0;116;0
"eZMe69iauz";"4414 Oak St";"Linda Smith";"Residential";2;1;"N";"N";9.441;"Cincinnati";"Ohio";45215;2576;"2020-07-21";263304;"2020-11-08";217730;"Pending";16148;"High Value LLC";3.2;110;0
"eZnKhis5Fm";"3336 Pine Ln";"Mary Davis";"";4;4;"Y";"Y";6.453;"Dayton";"Ohio";45213;719;"2020-04-30";275077;"2020-07-04";358799;"Sold";18839;"Right Value LLC";5.0;65;17940
"EZUjzPW2lI";"9352 Elm St";"Linda Miller";"Rental";3;2;"N";"N";8.922;"Cincinnati";"Ohio";45220;2846;"2020-12-23";383121;"2021-01-21";316722;"Pending";23090;"True Value LLC";8.0;29;0
"EZyBpFhJCt";"9039 Cedar Rd";"John Anderson";"Rental";3;2;"N";"N";4.277;"Dayton";"Ohio";45208;2895;"2020-02-14";358549;"2020-03-31";248340;"Pending";18837;"M&M Brokerage";8.0;46;0
"F0inNZUXUC";"2785 Oak St";"James Johnson";"Land";4;4;"N";"N";8.781;"Toledo";"Ohio";45219;621;"2020-11-07";467084;"2020-08-28";260736;"Pending";18841;"Right Value LLC";4.0;71;0
"f0wTCGPUDy";"633 Sunset Blvd";"Elizabeth Lee";"Residential";4;4;"Y";"N";7.196;"Toledo";"Ohio";45218;2734;"2020-07-03";111651;"2020-07-26";168841;"Expire";12561;"Right Value LLC";3.2;23;0
"F17naFcTK4";"9887 Pine Ln";"Patricia Miller";"Land";4;4;"N";"Y";1.213;"Dayton";"Ohio";45226;2256;"2020-05-10";28977;"2020-06-09";330414;"Sold";18844;"Right Value LLC";4.0;30;13217
"f1982lYQF8";"1240 Cedar Rd";"Jennifer Taylor";"Rental";3;2;"N";"N";2.376;"Dayton";"Ohio";45225;1881;"2020-03-29";74099;"2020-06-11";125533;"Cancel";18844;"Right Value LLC";8.0;74;0
"F1MrKERzUU";"2821 Main St";"Michael Taylor";"Rental";0;2;"Y";"Y";8.29;"Toledo";"Ohio";45232;1149;"2020-05-27";437615;"2020-09-04";318797;"Expire";18847;"Willy Nilly Brokerage";8.0;100;0
"F1MrKERzUU";"2821 Main St";"Michael Taylor";"Rental";0;2;"Y";"Y";8.29;"Toledo";"Ohio";45232;1149;"2020-05-27";437615;"2020-09-04";318797;"Expire";18847;"Real Point LLC";8.0;100;0
"f1n6zXX2OX";"1392 Main St";"William Anderson";"Land";2;3;"Y";"Y";5.849;"Dayton";"Ohio";45217;2229;"2020-06-23";457730;"2020-10-20";467928;"Cancel";18840;"High Value LLC";4.0;119;0
"F1opnauNy9";"1315 Lakeview Dr";"William Thomas";"";5;3;"N";"Y";9.265;"Dayton";"Ohio";45214;1220;"2020-08-08";409236;"2020-09-20";324585;"Expire";18839;"Right Value LLC";5.0;43;0
"f1Qod2cqIG";"4608 Pine Ln";"William Anderson";"Land";2;4;"Y";"Y";2.346;"Toledo";"Ohio";45206;844;"2020-05-01";190558;"2020-05-20";74968;"Cancel";20548;"High Value LLC";4.0;19;0
"F1S8DX1kMj";"1290 Main St";"Jennifer Taylor";"Rental";3;2;"Y";"Y";6.867;"Toledo";"Ohio";45201;2847;"2020-07-06";221931;"2020-11-03";267552;"Pending";23092;"Right Value LLC";8.0;120;0
"f1ula5dicT";"1458 Sunset Blvd";"Michael Lee";"Land";2;4;"N";"Y";5.53;"Columbus";"Ohio";45214;1256;"2021-01-16";116557;"2020-03-21";490089;"Pending";18839;"High Value LLC";4.0;301;0
"F1Zwqa54qs";"9882 Maple Ave";"James Miller";"Rental";5;1;"Y";"Y";8.281;"Akron";"Ohio";45219;2749;"2020-07-06";464397;"2020-09-09";326403;"Expire";18841;"Right Value LLC";8.0;65;0
"f2EDIWBueC";"612 Pine Ln";"Linda Davis";"Land";5;3;"Y";"N";7.881;"Dayton";"Ohio";45213;1864;"2020-04-26";92900;"2020-01-01";396827;"Cancel";18839;"High Value LLC";4.0;116;0
"F2g8WTfJga";"3041 Sunset Blvd";"John Lee";"Rental";5;3;"Y";"Y";8.364;"Cincinnati";"Ohio";45231;712;"2020-01-19";175435;"2020-04-11";404199;"Sold";18846;"Real Point LLC";8.0;83;32336
"f2gUcvqx6R";"6300 Sunset Blvd";"James Davis";"Commercial";4;4;"Y";"N";5.764;"Columbus";"Ohio";45226;1910;"2020-06-06";247209;"2020-07-13";356633;"Pending";18844;"Real Point LLC";5.0;37;0
"F2RDAzf5yG";"7347 Maple Ave";"John Wilson";"Rental";1;3;"N";"Y";6.649;"Columbus";"Ohio";45214;359;"2020-03-01";34513;"2020-04-13";63714;"Sold";18839;"High Value LLC";8.0;43;5097
"f3eVEpTILJ";"4534 Sunset Blvd";"Linda Anderson";"Rental";1;2;"N";"N";4.613;"Akron";"Ohio";45230;1534;"2020-04-30";499836;"2020-01-15";38028;"Sold";16154;"M&M Brokerage";8.0;106;3042
"f3tjT1LoOr";"5148 Maple Ave";"Jennifer Anderson";"Land";5;2;"N";"N";0.954;"Akron";"Ohio";45212;1110;"2020-05-31";435237;"2020-02-03";48285;"Pending";18838;"M&M Brokerage";4.0;118;0
"F3Ule2Vgze";"8701 Cedar Rd";"James Lee";"";1;0;"N";"Y";7.714;"Akron";"Ohio";45207;1759;"2020-07-05";354277;"2020-12-02";141668;"Expire";16145;"High Value LLC";5.0;150;0
"f4aAgYIRaI";"6726 Sunset Blvd";"Robert Anderson";"Land";3;3;"Y";"Y";2.803;"Cincinnati";"Ohio";45201;1411;"2021-01-03";355374;"2020-09-14";34583;"Expire";23092;"Real Point LLC";4.0;111;0
"F4azPfzlpA";"1659 Main St";"Jennifer Davis";"Commercial";5;2;"Y";"Y";6.964;"Columbus";"Ohio";45215;2227;"2020-03-10";66725;"2020-10-21";140894;"Cancel";16148;"Right Value LLC";5.0;225;0
"f4HnBoHudi";"1341 Oak St";"Patricia Johnson";"Rental";2;3;"Y";"Y";8.361;"Cincinnati";"Ohio";45223;1110;"2020-11-10";29245;"2021-01-03";87507;"Cancel";14132;"High Value LLC";8.0;54;0
"F4PsJhf6hG";"4938 Sunset Blvd";"Linda Anderson";"Residential";5;2;"Y";"Y";4.072;"Akron";"Ohio";45227;1271;"2020-04-26";101130;"2020-01-13";72706;"Cancel";26382;"M&M Brokerage";3.2;104;0
"F5hDOoym4V";"3200 Pine Ln";"Linda Brown";"";2;4;"Y";"N";2.546;"Toledo";"Ohio";45225;1634;"2020-12-18";22832;"2020-08-24";478069;"Pending";18844;"Richa & Sons";5.0;116;0
"F5IYjiDZCt";"1559 Lakeview Dr";"James Miller";"Rental";5;3;"N";"Y";2.201;"Cincinnati";"Ohio";45203;2116;"2020-04-07";342465;"2020-01-17";218764;"Cancel";18835;"Right Value LLC";8.0;81;0
"f6PNdMv6ZX";"2888 Lakeview Dr";"Linda Brown";"Residential";2;1;"Y";"N";4.316;"Akron";"Ohio";45222;1746;"2021-01-24";462706;"2020-02-22";107634;"Expire";17393;"Richa & Sons";3.2;337;0
